card,n_terms,train_auc,test_auc,train_acc,test_acc,intercept,multiplier
55,5,0.7493756217874316,0.7506812384044527,0.9667487684729064,0.9682103610675039,-12,1.6998063577037517
50,5,0.7539267603493064,0.7491013450834878,0.9667487684729064,0.9684065934065934,-8,1.7128962321335695
61,5,0.7530735298181617,0.748664700255102,0.9635467980295567,0.967032967032967,-15,3.004604276015366
03,5,0.75829308986901,0.7471089643243661,0.9660098522167487,0.9656593406593407,-11,2.210714147342805
63,4,0.7533939230641684,0.7464579226576995,0.9635467980295567,0.967032967032967,-15,2.9843279656375032
01,5,0.7581203711380092,0.7445289550479283,0.9657635467980296,0.9654631083202512,-13,2.538228089961097
37,5,0.7546228168352401,0.7425154365723562,0.9657635467980296,0.9654631083202512,-13,2.479301858659721
60,5,0.762149899132261,0.7423698882962277,0.9635467980295567,0.967032967032967,-15,2.990435254875808
24,5,0.746893653622948,0.7420848310915275,0.9660098522167487,0.9672291993720565,-13,2.7939953424082864
18,5,0.7565633117780356,0.7415002222479901,0.9657635467980296,0.9654631083202512,-13,2.454292388995888
06,5,0.7412500690874924,0.7414561350108225,0.9665024630541872,0.9658555729984302,-11,2.230981521207075
41,5,0.7540727076770022,0.7412936765615337,0.9657635467980296,0.9654631083202512,-13,2.4478755738661837
42,5,0.7541936107887028,0.7406885339363016,0.9657635467980296,0.9654631083202512,-13,2.5236802228550834
36,5,0.7583293608025204,0.7403557658858998,0.9657635467980296,0.9656593406593407,-8,1.47358564605126
05,5,0.7419357624495662,0.7403177179962894,0.9665024630541872,0.9680141287284144,-14,2.834458520838153
45,4,0.7536996352180402,0.7398907361239949,0.9657635467980296,0.9654631083202512,-13,2.5109992311674176
39,5,0.7540485270546621,0.7356589652906617,0.9657635467980296,0.9654631083202512,-13,2.54795567664231
46,5,0.7629944937268558,0.734050687036178,0.9657635467980296,0.9654631083202512,-13,2.453203209834208
14,5,0.7588406082462831,0.7312454100958564,0.9667487684729064,0.9682103610675039,-7,1.796966413093492
48,5,0.7535251892997292,0.7302295918367346,0.9657635467980296,0.9654631083202512,-11,2.0225475153763304
49,5,0.7535251892997292,0.7301812770562771,0.9657635467980296,0.9654631083202512,-16,2.0864567350873537
47,5,0.7534716464931189,0.7301812770562771,0.9657635467980296,0.9654631083202512,-10,2.032355518117033
52,5,0.7609045970817443,0.7226115588280767,0.9667487684729064,0.9682103610675039,-8,1.7536114997897452
22,5,0.7252226344442602,0.7222123579545454,0.9667487684729064,0.9682103610675039,-12,2.6238115064442553
62,5,0.762493609406953,0.7219273007498452,0.9635467980295567,0.967032967032967,-15,3.0802693111004773
26,5,0.7251051857071795,0.7218421459492889,0.9667487684729064,0.9682103610675039,-12,2.5744946472239736
59,5,0.763585191786879,0.7217654462353122,0.9635467980295567,0.967032967032967,-15,3.0959288349187135
30,4,0.7243866757862156,0.7216790835652442,0.9667487684729064,0.9682103610675039,-13,2.801892878693792
07,5,0.7313126968993533,0.7213819476654297,0.9667487684729064,0.9682103610675039,-12,2.638983993133869
10,5,0.7279135922732548,0.7211494327844775,0.9660098522167487,0.9658555729984302,-5,1.038620562599507
15,5,0.7240766456640689,0.7205352311379098,0.9667487684729064,0.967032967032967,-14,2.879306159025139
34,5,0.7230601959321284,0.7201746820887446,0.9660098522167487,0.9656593406593407,-10,2.076732667547573
35,5,0.7230601959321284,0.720119724025974,0.9660098522167487,0.9656593406593407,-15,2.07673266754758
20,5,0.7370512767368596,0.7172443906539888,0.9660098522167487,0.9672291993720565,-14,2.834061035773653
38,5,0.7639366744044659,0.7047199916898577,0.9657635467980296,0.9654631083202512,-11,2.1192021498339106
