card,n_terms,train_auc,test_auc,train_acc,test_acc,intercept,multiplier
29,5,0.7028425838604883,0.6903871714125237,0.9302761933353347,0.9261491628614916,-7,2.1488185547609744
10,5,0.6962798548052533,0.6901512316723227,0.930201140798559,0.926697108066971,-11,3.346320690626876
35,5,0.6980774116014177,0.6900066199077663,0.9301260882617832,0.9270624048706241,-11,3.962754351251446
60,5,0.7003004797327205,0.6892411862199352,0.9297508255779046,0.9247488584474886,-8,1.4600801398979062
40,5,0.7054454010324078,0.6862124249244023,0.9301260882617832,0.9269406392694064,-10,3.4905147365980063
38,5,0.6998440701816789,0.6858138380631101,0.9306514560192134,0.9262100456621004,-11,3.9727418873089735
51,5,0.6994279626513806,0.6857104225612771,0.9308766136295407,0.9253576864535769,-7,2.4533741395315483
08,5,0.7098096331883414,0.6856219451587018,0.930501350945662,0.9256012176560122,-13,4.2345650762731175
34,5,0.6997038364836947,0.6853658869508769,0.9304262984088862,0.9262709284627093,-8,2.833139647917213
45,5,0.6998151653990599,0.6845725231288372,0.9302761933353347,0.9261491628614916,-9,3.0065627464833256
44,5,0.6998151653990599,0.6845725231288372,0.9302761933353347,0.9261491628614916,-8,3.0065848412346967
42,5,0.6997467819703147,0.6843352677395274,0.9309516661663164,0.9260273972602739,-7,2.490791735185047
28,5,0.7039336852349777,0.6809489239799307,0.9305764034824378,0.9261491628614916,-9,2.944993572815182
43,5,0.6885636645821421,0.6808977781208211,0.9305764034824378,0.9259665144596652,-9,3.4154243234531645
66,5,0.6950993522815235,0.676896368402801,0.9302761933353347,0.9261491628614916,-7,1.24271420398974
61,5,0.6860798467101807,0.6715031115649615,0.9302761933353347,0.9245053272450533,-9,2.913088657564726
59,5,0.6925589382384967,0.6670686340152525,0.9302761933353347,0.9249923896499239,-8,3.023956791191223
68,5,0.6822259768104774,0.6622193432652416,0.9302761933353347,0.9248097412480974,-8,3.2418395203371007
67,5,0.6820607385254298,0.6621846430199936,0.9305764034824378,0.9257229832572298,-8,3.102627316184047
71,5,0.6811341387323827,0.6614181403672612,0.9299009306514561,0.9243226788432268,-9,1.563937406361143
69,5,0.6822807962257895,0.661123900925921,0.9306514560192134,0.9245053272450533,-6,2.231871913307634
70,5,0.6822807962257895,0.661123900925921,0.9306514560192134,0.9245053272450533,-5,2.231817227702522
65,5,0.6816043723098943,0.6590132982522808,0.930501350945662,0.9260273972602739,-7,2.904290407300741
62,5,0.6897306897634514,0.6529611204857202,0.9305764034824378,0.925662100456621,-8,3.006199193317536
